2001,01,01,00.0,01.50,25203.00000,25203.06250,0.000,0,1
2001,01,01,03.0,04.50,25203.12500,25203.18750,0.333,2,1
2001,01,01,06.0,07.50,25203.25000,25203.31250,1.000,4,1
2001,01,01,09.0,10.50,25203.37500,25203.43750,1.000,4,1
2001,01,01,12.0,13.50,25203.50000,25203.56250,0.333,2,1
2001,01,01,15.0,16.50,25203.62500,25203.68750,0.333,2,1
2001,01,01,18.0,19.50,25203.75000,25203.81250,0.667,3,1
2001,01,01,21.0,22.50,25203.87500,25203.93750,0.667,3,1
2001,01,02,00.0,01.50,25204.00000,25204.06250,1.333,5,1
2001,01,02,03.0,04.50,25204.12500,25204.18750,0.333,2,1
2001,01,02,06.0,07.50,25204.25000,25204.31250,0.000,0,1
2001,01,02,09.0,10.50,25204.37500,25204.43750,0.000,0,1
2001,01,02,12.0,13.50,25204.50000,25204.56250,0.667,3,1
2001,01,02,15.0,16.50,25204.62500,25204.68750,0.333,2,1
2001,01,02,18.0,19.50,25204.75000,25204.81250,1.000,4,1
2001,01,02,21.0,22.50,25204.87500,25204.93750,2.667,12,1
2001,01,03,00.0,01.50,25205.00000,25205.06250,2.333,9,1
2001,01,03,03.0,04.50,25205.12500,25205.18750,3.667,22,1
2001,01,03,06.0,07.50,25205.25000,25205.31250,2.333,9,1
2001,01,03,09.0,10.50,25205.37500,25205.43750,2.333,9,1
2001,01,03,12.0,13.50,25205.50000,25205.56250,2.333,9,1
2001,01,03,15.0,16.50,25205.62500,25205.68750,0.667,3,1
2001,01,03,18.0,19.50,25205.75000,25205.81250,0.667,3,1
2001,01,03,21.0,22.50,25205.87500,25205.93750,1.000,4,1
2001,01,04,00.0,01.50,25206.00000,25206.06250,2.333,9,1
2001,01,04,03.0,04.50,25206.12500,25206.18750,1.333,5,1
2001,01,04,06.0,07.50,25206.25000,25206.31250,3.000,15,1
2001,01,04,09.0,10.50,25206.37500,25206.43750,2.333,9,1
2001,01,04,12.0,13.50,25206.50000,25206.56250,3.000,15,1
2001,01,04,15.0,16.50,25206.62500,25206.68750,3.000,15,1
2001,01,04,18.0,19.50,25206.75000,25206.81250,2.333,9,1
2001,01,04,21.0,22.50,25206.87500,25206.93750,2.333,9,1
2001,01,05,00.0,01.50,25207.00000,25207.06250,1.667,6,1
2001,01,05,03.0,04.50,25207.12500,25207.18750,0.667,3,1
2001,01,05,06.0,07.50,25207.25000,25207.31250,0.667,3,1
2001,01,05,09.0,10.50,25207.37500,25207.43750,0.333,2,1
2001,01,05,12.0,13.50,25207.50000,25207.56250,0.667,3,1
2001,01,05,15.0,16.50,25207.62500,25207.68750,0.333,2,1
2001,01,05,18.0,19.50,25207.75000,25207.81250,1.333,5,1
2001,01,05,21.0,22.50,25207.87500,25207.93750,3.000,15,1
2001,01,06,00.0,01.50,25208.00000,25208.06250,2.000,7,1
2001,01,06,03.0,04.50,25208.12500,25208.18750,1.000,4,1
2001,01,06,06.0,07.50,25208.25000,25208.31250,1.000,4,1
2001,01,06,09.0,10.50,25208.37500,25208.43750,0.667,3,1
2001,01,06,12.0,13.50,25208.50000,25208.56250,1.000,4,1
2001,01,06,15.0,16.50,25208.62500,25208.68750,1.000,4,1
2001,01,06,18.0,19.50,25208.75000,25208.81250,0.333,2,1
2001,01,06,21.0,22.50,25208.87500,25208.93750,1.000,4,1
2001,01,07,00.0,01.50,25209.00000,25209.06250,2.000,7,1
2001,01,07,03.0,04.50,25209.12500,25209.18750,1.667,6,1
2001,01,07,06.0,07.50,25209.25000,25209.31250,1.333,5,1
2001,01,07,09.0,10.50,25209.37500,25209.43750,0.667,3,1
2001,01,07,12.0,13.50,25209.50000,25209.56250,0.333,2,1
2001,01,07,15.0,16.50,25209.62500,25209.68750,1.000,4,1
2001,01,07,18.0,19.50,25209.75000,25209.81250,1.000,4,1
2001,01,07,21.0,22.50,25209.87500,25209.93750,2.000,7,1
2001,01,08,00.0,01.50,25210.00000,25210.06250,2.000,7,1
2001,01,08,03.0,04.50,25210.12500,25210.18750,2.000,7,1
2001,01,08,06.0,07.50,25210.25000,25210.31250,1.000,4,1
2001,01,08,09.0,10.50,25210.37500,25210.43750,1.667,6,1
2001,01,08,12.0,13.50,25210.50000,25210.56250,1.000,4,1
2001,01,08,15.0,16.50,25210.62500,25210.68750,2.000,7,1
2001,01,08,18.0,19.50,25210.75000,25210.81250,4.000,27,1
2001,01,08,21.0,22.50,25210.87500,25210.93750,3.667,22,1
2001,01,09,00.0,01.50,25211.00000,25211.06250,2.000,7,1
2001,01,09,03.0,04.50,25211.12500,25211.18750,0.667,3,1
2001,01,09,06.0,07.50,25211.25000,25211.31250,1.000,4,1
2001,01,09,09.0,10.50,25211.37500,25211.43750,1.667,6,1
2001,01,09,12.0,13.50,25211.50000,25211.56250,1.667,6,1
2001,01,09,15.0,16.50,25211.62500,25211.68750,1.000,4,1
2001,01,09,18.0,19.50,25211.75000,25211.81250,1.333,5,1
2001,01,09,21.0,22.50,25211.87500,25211.93750,1.333,5,1
2001,01,10,00.0,01.50,25212.00000,25212.06250,0.333,2,1
2001,01,10,03.0,04.50,25212.12500,25212.18750,0.333,2,1
2001,01,10,06.0,07.50,25212.25000,25212.31250,0.333,2,1
2001,01,10,09.0,10.50,25212.37500,25212.43750,0.333,2,1
2001,01,10,12.0,13.50,25212.50000,25212.56250,1.000,4,1
2001,01,10,15.0,16.50,25212.62500,25212.68750,3.000,15,1
2001,01,10,18.0,19.50,25212.75000,25212.81250,2.000,7,1
2001,01,10,21.0,22.50,25212.87500,25212.93750,2.333,9,1
2001,01,11,00.0,01.50,25213.00000,25213.06250,1.667,6,1
2001,01,11,03.0,04.50,25213.12500,25213.18750,0.333,2,1
2001,01,11,06.0,07.50,25213.25000,25213.31250,0.667,3,1
2001,01,11,09.0,10.50,25213.37500,25213.43750,1.000,4,1
2001,01,11,12.0,13.50,25213.50000,25213.56250,1.667,6,1
2001,01,11,15.0,16.50,25213.62500,25213.68750,2.667,12,1
2001,01,11,18.0,19.50,25213.75000,25213.81250,2.667,12,1
2001,01,11,21.0,22.50,25213.87500,25213.93750,2.667,12,1
2001,01,12,00.0,01.50,25214.00000,25214.06250,3.333,18,1
2001,01,12,03.0,04.50,25214.12500,25214.18750,3.000,15,1
2001,01,12,06.0,07.50,25214.25000,25214.31250,2.667,12,1
2001,01,12,09.0,10.50,25214.37500,25214.43750,1.667,6,1
2001,01,12,12.0,13.50,25214.50000,25214.56250,1.000,4,1
2001,01,12,15.0,16.50,25214.62500,25214.68750,0.333,2,1
2001,01,12,18.0,19.50,25214.75000,25214.81250,0.000,0,1
2001,01,12,21.0,22.50,25214.87500,25214.93750,0.333,2,1
2001,01,13,00.0,01.50,25215.00000,25215.06250,1.000,4,1
2001,01,13,03.0,04.50,25215.12500,25215.18750,1.000,4,1
2001,01,13,06.0,07.50,25215.25000,25215.31250,1.667,6,1
2001,01,13,09.0,10.50,25215.37500,25215.43750,2.333,9,1
2001,01,13,12.0,13.50,25215.50000,25215.56250,2.667,12,1
2001,01,13,15.0,16.50,25215.62500,25215.68750,1.333,5,1
2001,01,13,18.0,19.50,25215.75000,25215.81250,0.667,3,1
2001,01,13,21.0,22.50,25215.87500,25215.93750,1.333,5,1
2001,01,14,00.0,01.50,25216.00000,25216.06250,2.333,9,1
2001,01,14,03.0,04.50,25216.12500,25216.18750,2.667,12,1
2001,01,14,06.0,07.50,25216.25000,25216.31250,2.333,9,1
2001,01,14,09.0,10.50,25216.37500,25216.43750,1.667,6,1
2001,01,14,12.0,13.50,25216.50000,25216.56250,1.000,4,1
2001,01,14,15.0,16.50,25216.62500,25216.68750,1.000,4,1
2001,01,14,18.0,19.50,25216.75000,25216.81250,2.333,9,1
2001,01,14,21.0,22.50,25216.87500,25216.93750,2.000,7,1
2001,01,15,00.0,01.50,25217.00000,25217.06250,0.667,3,1
2001,01,15,03.0,04.50,25217.12500,25217.18750,0.000,0,1
2001,01,15,06.0,07.50,25217.25000,25217.31250,1.333,5,1
2001,01,15,09.0,10.50,25217.37500,25217.43750,2.000,7,1
2001,01,15,12.0,13.50,25217.50000,25217.56250,2.333,9,1
2001,01,15,15.0,16.50,25217.62500,25217.68750,1.333,5,1
2001,01,15,18.0,19.50,25217.75000,25217.81250,1.667,6,1
2001,01,15,21.0,22.50,25217.87500,25217.93750,3.000,15,1
2001,01,16,00.0,01.50,25218.00000,25218.06250,1.000,4,1
2001,01,16,03.0,04.50,25218.12500,25218.18750,0.333,2,1
2001,01,16,06.0,07.50,25218.25000,25218.31250,1.333,5,1
2001,01,16,09.0,10.50,25218.37500,25218.43750,1.333,5,1
2001,01,16,12.0,13.50,25218.50000,25218.56250,3.000,15,1
2001,01,16,15.0,16.50,25218.62500,25218.68750,1.667,6,1
2001,01,16,18.0,19.50,25218.75000,25218.81250,1.000,4,1
2001,01,16,21.0,22.50,25218.87500,25218.93750,1.000,4,1
2001,01,17,00.0,01.50,25219.00000,25219.06250,3.000,15,1
2001,01,17,03.0,04.50,25219.12500,25219.18750,1.667,6,1
2001,01,17,06.0,07.50,25219.25000,25219.31250,0.667,3,1
2001,01,17,09.0,10.50,25219.37500,25219.43750,0.333,2,1
2001,01,17,12.0,13.50,25219.50000,25219.56250,1.333,5,1
2001,01,17,15.0,16.50,25219.62500,25219.68750,2.333,9,1
2001,01,17,18.0,19.50,25219.75000,25219.81250,2.000,7,1
2001,01,17,21.0,22.50,25219.87500,25219.93750,1.333,5,1
2001,01,18,00.0,01.50,25220.00000,25220.06250,0.000,0,1
2001,01,18,03.0,04.50,25220.12500,25220.18750,0.000,0,1
2001,01,18,06.0,07.50,25220.25000,25220.31250,1.333,5,1
2001,01,18,09.0,10.50,25220.37500,25220.43750,2.000,7,1
2001,01,18,12.0,13.50,25220.50000,25220.56250,1.333,5,1
2001,01,18,15.0,16.50,25220.62500,25220.68750,0.667,3,1
2001,01,18,18.0,19.50,25220.75000,25220.81250,1.000,4,1
2001,01,18,21.0,22.50,25220.87500,25220.93750,2.000,7,1
2001,01,19,00.0,01.50,25221.00000,25221.06250,1.667,6,1
2001,01,19,03.0,04.50,25221.12500,25221.18750,1.333,5,1
2001,01,19,06.0,07.50,25221.25000,25221.31250,0.333,2,1
2001,01,19,09.0,10.50,25221.37500,25221.43750,0.000,0,1
2001,01,19,12.0,13.50,25221.50000,25221.56250,1.000,4,1
2001,01,19,15.0,16.50,25221.62500,25221.68750,1.000,4,1
