2002-07-01 00:01:14, 0, 58.68, 58.32, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 65.10, 64.23, 63.41, 63.19, 61.17, NaN, NaN, NaN, NaN, NaN, 68.57, 66.87, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 75.12, 74.46, 75.71, 76.92, 77.34, NaN, NaN, NaN, NaN, NaN
2002-07-01 00:03:17, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 67.03, 63.11, 62.25, 62.95, 59.72, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 74.04, 75.31, 75.75, 76.19, 77.85, NaN, NaN, NaN, NaN, NaN
2002-07-01 00:05:20, 0, NaN, NaN, 58.27, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 69.21, 68.36, 65.19, 63.07, 62.33, 61.87, 59.50, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 67.90, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 76.70, 75.49, 75.50, 75.04, 75.79, 77.10, 78.31, NaN, NaN, NaN, NaN, NaN
2002-07-01 00:07:23, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 80.99, NaN, NaN, NaN, NaN, NaN, NaN, 66.61, 63.12, 62.67, 61.19, 60.48, NaN, 58.76, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 87.05, NaN, NaN, NaN, NaN, NaN, NaN, 75.41, 76.61, 78.30, 79.34, 76.81, NaN, 82.41, NaN, NaN, NaN
2002-07-01 00:09:26, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 69.69, NaN, NaN, 63.34, 62.73, 63.03, 59.26, 60.49, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 76.69, NaN, NaN, 76.80, 76.76, 78.25, 78.01, 79.51, NaN, NaN, NaN, NaN
2002-07-01 00:11:29, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 66.51, NaN, 69.77, 66.42, NaN, 63.38, 63.04, 63.02, 59.41, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 78.38, NaN, 77.22, 78.15, NaN, 75.92, 76.54, 77.94, 76.76, NaN, NaN, NaN, NaN, NaN
2002-07-01 00:13:33, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 69.37, NaN, NaN, NaN, 65.79, 61.98, 62.32, 61.65, 61.80, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 77.22, NaN, NaN, NaN, 77.08, 77.08, 77.25, 78.78, 69.68, NaN, NaN, NaN, NaN, NaN
2002-07-01 00:15:36, 0, NaN, 60.71, 61.06, NaN, NaN, NaN, NaN, NaN, NaN, 70.32, 67.12, NaN, NaN, 68.16, 62.66, 60.40, 62.28, 61.47, 58.79, NaN, NaN, NaN, NaN, NaN, NaN, 69.09, 68.72, NaN, NaN, NaN, NaN, NaN, NaN, 76.73, 79.78, NaN, NaN, 76.56, 77.40, 77.86, 75.62, 77.70, 74.82, NaN, NaN, NaN, NaN, NaN
2002-07-01 00:17:39, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 68.93, 65.15, 61.92, 61.10, 62.01, 61.07, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 75.26, 77.37, 78.02, 78.68, 79.10, 73.39, NaN, NaN, NaN, NaN, NaN
2002-07-01 00:19:42, 0, NaN, NaN, 60.02, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 66.11, 59.88, 62.71, 62.33, 61.90, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 67.82, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 76.64, 78.70, 77.49, 76.20, 79.35, NaN, NaN, NaN, NaN, NaN
