2002-06-18 22:12:18, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 72.44, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 88.08, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
2002-06-18 22:14:21, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 72.23, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 87.86, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
2002-06-18 22:16:24, 0, NaN, NaN, NaN, NaN, NaN, 53.45, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 68.49, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 67.91, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 82.06, NaN, NaN, NaN
2002-06-18 22:18:27, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 62.55, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 86.07
2002-06-18 22:20:30, 0, NaN, NaN, NaN, NaN, 59.10, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 73.14, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 70.81, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 86.23, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
2002-06-18 22:22:33, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
2002-06-18 22:24:36, 0, NaN, 61.68, NaN, NaN, 59.43, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 70.70, NaN, NaN, NaN, NaN, 77.77, NaN, NaN, NaN, NaN, 87.97, NaN, NaN, 70.58, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 89.33, NaN, NaN, NaN, NaN, 84.51, NaN, NaN, NaN
2002-06-18 22:26:39, 0, NaN, NaN, NaN, NaN, 57.66, 52.17, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 71.78, NaN, NaN, NaN, NaN, NaN, 72.37, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 66.53, 72.94, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 88.87, NaN, NaN, NaN, NaN, NaN, 89.73, NaN, NaN, NaN
2002-06-18 22:28:42, 0, NaN, NaN, NaN, NaN, NaN, 50.04, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 63.69, NaN, NaN, NaN, NaN, NaN, NaN, 71.66, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 89.71, NaN
2002-06-18 22:30:45, 0, NaN, NaN, NaN, NaN, 58.99, 55.12, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 81.98, 79.09, 65.56, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 71.09, 72.74, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 87.38, 87.27, 86.34, NaN, NaN, NaN
2002-06-18 22:32:48, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 72.63, NaN, 80.86, 79.51, 79.18, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 83.25, NaN, 87.20, 86.67, 85.64, NaN, NaN, NaN, NaN
2002-06-18 22:34:52, 0, NaN, NaN, NaN, NaN, NaN, 58.00, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 70.13, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
